187010281989668658,77.691650390625,122
3744901728768187497,72.18017578125,111
2171670246240837251,72.0458984375,113
3660116658736799463,70.001220703125,115
6046651457830136685,69.61669921875,112
8369515504711196287,69.140625,110
8215193597045788885,69.04296875,118
734210158299476733,68.548583984375,109
3035418688944865755,68.109130859375,114
586562298307721808,67.46826171875,117
1317095989231231868,67.413330078125,118
5094978088338185069,67.144775390625,108
5258309046029140477,66.668701171875,115
6971646643556857595,66.522216796875,99
1887572924992800811,66.412353515625,120
5720471231929392765,66.36962890625,120
8621988762039755504,66.253662109375,111
1846444282603889968,66.143798828125,112
6469366783233732886,65.8203125,112
1839057740068392031,65.576171875,111
3340235948094460986,65.557861328125,107
6987892553354821373,64.404296875,111
8500570135802162739,64.3310546875,111
4300477919011907530,63.51318359375,97
8322671238853693994,63.482666015625,94
4445447521336812423,63.470458984375,99
1814817319734287149,63.262939453125,88
8458626817784798239,63.037109375,109
1167351673726426301,63.006591796875,99
2247243468850443524,63.00048828125,102
3095590432200235892,62.957763671875,112
6704245858433967349,62.945556640625,101
5959625248345463362,62.896728515625,100
128638788716933211,62.82958984375,94
178502891565614354,62.811279296875,98
1869816738331035811,62.646484375,105
2896497774458012461,62.4755859375,93
4815143880105497608,62.384033203125,97
1220394317211857169,62.36572265625,101
1148759736890172003,62.3291015625,101
6279950681432061973,62.19482421875,104
8385094456193476339,62.14599609375,100
6798852827767686394,62.030029296875,112
6844080251956302154,61.85302734375,104
4129074688832992515,61.749267578125,102
1743172346944195100,61.58447265625,106
6846902857806517131,61.5478515625,101
6390398393937662562,61.53564453125,104
2451439572214646437,61.383056640625,109
697448060604226718,61.285400390625,102
5534762058254466225,61.07177734375,99
1552520009154254073,60.48583984375,105
1709860477454101963,60.4736328125,105
7317938364272104320,60.418701171875,102
8643365199259899364,60.38818359375,109
5651581687573891168,60.15625,111
2584303811452117794,60.150146484375,102
4980887518233522438,59.94873046875,102
7620828806853356271,59.716796875,98
5108615553374491369,59.53369140625,107
8217193256722831644,59.41162109375,101
7354958570482610029,59.24072265625,98
5682580653324513162,59.2041015625,99
1785731733771947213,59.06982421875,110
8660646757523960027,58.935546875,103
2269231297790803448,58.77685546875,94
7349009687437361262,58.575439453125,103
8886719582006532748,58.203125,98
1817197588511576802,58.038330078125,95
1929490463229127981,58.0078125,99
7537462258020401484,57.94677734375,110
3572470672633977929,57.672119140625,93
6436191002078686633,57.03125,95
2365180858017457014,57.0068359375,106
6851565677692844124,56.744384765625,103
1529190627976086638,56.695556640625,105
4083031893110052798,55.987548828125,103
723442879507445561,55.4931640625,94
6889043073314574672,54.888916015625,102
6865799196065402695,54.449462890625,97
3286451349006077990,54.443359375,103
4474483265575412520,53.924560546875,81
2541525787196625435,53.375244140625,90
8983471014782649157,51.214599609375,89
8681233374812464236,49.08447265625,80
6140056434694941283,47.601318359375,81
7434519293182882675,43.8232421875,71
7153007095199292723,43.377685546875,71
3092981767816334477,42.694091796875,70
6752319047726421712,40.61279296875,60
433690119351830767,39.990234375,71
3498064082808503380,37.921142578125,58
6387199132616838826,37.457275390625,60
5898232114841785478,37.384033203125,54
4822607353659090068,36.6455078125,66
4966071001161383492,33.514404296875,55
2486997821091267016,33.14208984375,49
8803434029246692188,30.706787109375,50
775617278220930155,30.57861328125,44
6692482758099247103,24.3896484375,37
